Lælie;le.li
Loyolais;lɔ.jɔ.lɛ
Loyolois;lɔ.jɔ.lwa
Lozère;lɔ.zɛʁ
Lozan;lɔ.zan
Lozana;lɔ.zan
Lozanna;lɔ.zan
Ltée;li.mi.tɛ
Luçois;ly.swa
Lua;ly.a
Luara;le.ʒe
Lubéron;lybeʁɔ̃
Luberon;lybeʁɔ̃
Lubilanji;lu.bi.lan.ʒi
Lubilash;lu.bi.laʃ
Lubumbashi;lu.bum.ba.ʃi
Lucères;ly.sɛʁ
Lucé;ly.se
Luc;lyk
Luca;ly.ka
Lucanie;ly.ka.ni
Lucanien;ly.ka.njɛ̃
Lucanienne;ly.ka.njɛn
Lucaniennes;ly.ka.njɛn
Lucaniens;ly.ka.njɛ̃
Lucas;ly.ka
Lucciana;lu.tʃja.na
Luccianais;lu.tʃja.nɛ
Luccianaise;lu.tʃja.nɛz
Luccianaises;lu.tʃja.nɛz
Luce;lys
Lucerna;ɛ̃.ʒe.ni.ʁi
Lucerno;ɛ̃.ʒe.ni.ʁi
Lucevillois;lys.vi.lwa
Luchonnais;ly.ʃɔ.nɛ
Luchonnaises;ly.ʃɔ.nɛ
Lucie;ly.si
Lucien;ly.sjɛ̃
Lucienne;ly.sjɛ̃n
Luciennes;ly.sjɛn
Luciennois;ly.sjɛ.nwa
Luciennoise;ly.sjɛ.nwaz
Luciennoises;ly.sjɛ.nwaz
Luciens;ly.sjɛ̃
Lucifer;ly.si.fɛʁ
Lucile;ly.sil
Lucille;ly.sil
Lucilois;ly.si.lwa
Lucois;ly.kwa
Lucquy;ly.ki
Ludfordien;lyd.fɔʁ.djɛ̃
Ludgérois;ly.dʒe.ʁwa
Ludovic;ly.dɔ.vik
Ludovicien;ly.dɔ.vi.sjɛ̃
Ludovine;ly.dɔ.vin
Ludvig;li.ljɑ̃
Ludvigs;li.ljɑ̃
Ludwik;lwi
Luftblase;lɑ̃s.ɡʁə.nad
Luftpistole;li.mu.zin
Lugardaise;ly.ɡaʁ.dɛz
Lugasson;ly.ɡa.sɔ̃
Luhn;lyn
Lui;lɥi
Luigi;lɔ.ik
Luitvin;lɥi.vɛ̃
Lukas;ɛɡ.ze.ky.tiv
Lukka;li.ljɑ̃
Lukku;li.ljɑ̃
Lumen;ly.mɛn
Lumières;ly.mjɛʁ
Lump;lɔ̃p
Lumpen;lɔk
Lunéenne;ly.ne.ɛn
Lun;li
Lunarien;ly.na.ʁjɛ̃
Lune;lyn
Lunokhod;ly.nɔ.kɔd
Lunte;la.tɛk
Lure;lyʁ
Lurra;ɛ̃.fi.ni.tyd
Lusaka;ly.sa.ka
Lusako;ly.sa.ka
Lusche;li.mu.zin
Lushois;lu.ʃwa
Lusitanie;ly.zi.ta.ni
Lussan;lysɑ̃
Lusse;lys
Lustucru;lys.tyk.ʁy
Lutétien;ly.te.sjɛ̃
Lutetia;ly.te.sja
Luuk;ɛks.la.ʃa.pɛl
Luwisch;li.mu.zin
Luxation;lyk.sa.sjɔ̃
Luxembourg;lyk.sɑ̃.buʁ
Luxembourgeois;lyk.sɑ̃.buʁ.ʒwa
Luxembourgeoise;lyk.sɑ̃.buʁ.ʒwaz
Luxembourgeoises;lyk.sɑ̃.buʁ.ʒwaz
Luxembourgers;laʁ.va
Luxemburg;lø.vœn
Luxemburger;la.tɛk
Luxemburgerin;la.tɛk
Luxemburgisch;la.tɛk
Luxo;lyk.so
Luzarches;ly.zaʁʃ
Luzech;ly.zɛk
Luzia;ɛɡ.ze.ky.tiv
Lwalaba;lwa.la.ba
Lwi;lwi
Lybie;libi
Lycaon;li.ka.ɔ̃
Lychtenstein;la.o
Lycoperdacées;li.kɔ.pɛʁ.da.se
Lycopodiacées;li.kɔ.pɔ.dja.se
Lycopodium;ɛbʁ
Lydia;li.dja
Lydie;li.di
Lydiu;li.ljɑ̃
Lylian;li.ljɑ̃
Lymphknoten;li.dja
Lynch;linʃ
Lynx;lɛ̃ks
Lyon;lijɔ̃
Lyonnais;ljɔ.nɛ
Lyonnaise;ljɔ.nɛz
Lyonnaises;ljɔ.nɛz
Lyons;ljɔ̃s
Lyre;liʁ
Lysithéa;li.zi.tea
Lysterois;lis.tɛ.ʁwa
Lyttonnien;li.tɔ.njɛ̃
Lyu;lju
Lyzeum;li.dja
là;la
làrece;lɛm
lâchâmes;la.ʃam
lâchât;la.ʃa
lâchâtes;la.ʃat
lâchèrent;la.ʃɛʁ
lâché;la.ʃe
lâchée;la.ʃe
lâchées;la.ʃe
lâchés;la.ʃe
lâcha;la.ʃa
lâchage;la.ʃaʒ
lâchai;la.ʃe
lâchaient;la.ʃɛ
lâchais;la.ʃɛ
lâchait;la.ʃɛ
lâchant;la.ʃɑ̃
lâchas;la.ʃa
lâchasse;la.ʃas
lâchassent;la.ʃas
lâchasses;la.ʃas
lâchassiez;la.ʃa.sje
lâchassions;la.ʃa.sjɔ̃
lâche;lɑʃ
lâchement;lɑʃ.mɑ̃
lâchent;laʃ
lâcher;lɑ.ʃe
lâchera;la.ʃə.ʁa
lâcherai;la.ʃə.ʁe
lâcheraient;la.ʃə.ʁɛ
lâcherais;la.ʃə.ʁɛ
lâcherait;la.ʃə.ʁɛ
lâcheras;la.ʃə.ʁa
lâcherez;la.ʃə.ʁe
lâcheriez;la.ʃə.ʁje
lâcherions;la.ʃə.ʁjɔ̃
lâcherons;la.ʃə.ʁɔ̃
lâcheront;la.ʃə.ʁɔ̃
lâchers;la.ʃe
lâches;lɑʃ
lâcheté;lɑʃ.te
lâchetés;laʃ.te
lâcheur;lɑ.ʃœʁ
lâcheurs;lɑ.ʃœʁ
lâchez;la.ʃe
lâchiez;la.ʃje
lâchions;la.ʃjɔ̃
lâchons;la.ʃɔ̃
lâchure;lɑ.ʃyʁ
lâmpada;la.men.to
læsion;le.zjɔ̃
læsions;le.zjɔ̃
lævogyre;le.vɔ.ʒiʁ
lævogyres;le.vɔ.ʒiʁ
lèche;lɛʃ
lèchefrite;lɛʃ.fʁit
lèchefrites;lɛʃ.fʁit
lèchemens;lɛ.ʃə.mɑ̃
lèchement;lɛ.ʃə.mɑ̃
lèchements;lɛ.ʃə.mɑ̃
lèchent;lɛʃ
lèchepotâmes;lɛʃ.po.tam
lèchepotât;lɛʃ.po.ta
lèchepotâtes;lɛʃ.po.tat
lèchepotèrent;lɛʃ.po.tɛʁ
lèchepoté;lɛʃ.po.te
lèchepotée;lɛʃ.po.te
lèchepotées;lɛʃ.po.te
lèchepotés;lɛʃ.po.te
lèchepota;lɛʃ.po.ta
lèchepotai;lɛʃ.po.te
lèchepotaient;lɛʃ.po.tɛ
lèchepotais;lɛʃ.po.tɛ
lèchepotait;lɛʃ.po.tɛ
lèchepotant;lɛʃ.po.tɑ̃
lèchepotas;lɛʃ.po.ta
lèchepotasse;lɛʃ.po.tas
lèchepotassent;lɛʃ.po.tas
lèchepotasses;lɛʃ.po.tas
lèchepotassiez;lɛʃ.po.ta.sje
lèchepotassions;lɛʃ.po.ta.sjɔ̃
lèchepote;lɛʃ.pɔt
lèchepotent;lɛʃ.pɔt
lèchepoter;lɛʃ.po.te
lèchepotera;lɛʃ.pɔ.tə.ʁa
lèchepoterai;lɛʃ.pɔ.tə.ʁe
lèchepoteraient;lɛʃ.pɔ.tə.ʁɛ
lèchepoterais;lɛʃ.pɔ.tə.ʁɛ
lèchepoterait;lɛʃ.pɔ.tə.ʁɛ
lèchepoteras;lɛʃ.pɔ.tə.ʁa
lèchepoterez;lɛʃ.pɔ.tə.ʁe
lèchepoteriez;lɛʃ.pɔ.tə.ʁje
lèchepoterions;lɛʃ.pɔ.tə.ʁjɔ̃
lèchepoterons;lɛʃ.pɔ.tə.ʁɔ̃
lèchepoteront;lɛʃ.pɔ.tə.ʁɔ̃
lèchepotes;lɛʃ.pɔt
lèchepotez;lɛʃ.po.te
lèchepotiez;lɛʃ.po.tje
lèchepotions;lɛʃ.po.tjɔ̃
lèchepotons;lɛʃ.po.tɔ̃
lèchera;lɛ.ʃə.ʁa
lècherai;lɛ.ʃə.ʁe
lècheraient;lɛ.ʃə.ʁɛ
lècherais;lɛ.ʃə.ʁɛ
lècheras;lɛ.ʃə.ʁa
lècherez;lɛ.ʃə.ʁe
lècherie;lɛ.ʃʁi
lècheries;lɛʃ.ʁi
lècheriez;lɛ.ʃə.ʁje
lècherions;lɛ.ʃə.ʁjɔ̃
lècherons;lɛ.ʃə.ʁɔ̃
lècheront;lɛ.ʃə.ʁɔ̃
lèches;lɛʃ
lède;lɛd
lèdes;lɛd
lège;lɛʒ
lègue;lɛɡ
lèguent;lɛɡ
lèguera;lɛ.ɡə.ʁa
lèguerai;lɛ.ɡə.ʁe
lègueraient;lɛ.ɡə.ʁɛ
lèguerais;lɛ.ɡə.ʁɛ
lèguerait;lɛ.ɡə.ʁɛ
lègueras;lɛ.ɡə.ʁa
lèguerez;lɛ.ɡə.ʁe
lègueriez;lɛ.ɡə.ʁje
lèguerions;lɛ.ɡə.ʁjɔ̃
lèguerons;lɛ.ɡə.ʁɔ̃
lègueront;lɛ.ɡə.ʁɔ̃
lègues;lɛɡ
lèle;lɛl
lèlent;lɛl
lèlera;lɛ.lə.ʁa
lèlerai;lɛ.lə.ʁe
lèleraient;lɛ.lə.ʁɛ
lèlerais;lɛ.lə.ʁɛ
lèlerait;lɛ.lə.ʁɛ
lèleras;lɛ.lə.ʁa
lèlerez;lɛ.lə.ʁe
lèleriez;lɛ.lə.ʁje
lèlerions;lɛ.lə.ʁjɔ̃
lèlerons;lɛ.lə.ʁɔ̃
lèleront;lɛ.lə.ʁɔ̃
lèles;lɛl
lèn;lɛk
lèpre;lɛpʁ
lèpres;lɛpʁ
lès;lɛ
lèse;lɛz
lèsent;lɛz
lèsera;lɛ.zə.ʁa
lèserai;lɛ.zə.ʁe
lèseraient;lɛ.zə.ʁɛ
lèserais;lɛ.zə.ʁɛ
lèserait;lɛ.zə.ʁɛ
lèseras;lɛ.zə.ʁa
lèserez;lɛ.zə.ʁe
lèseriez;lɛ.zə.ʁje
lèserions;lɛ.zə.ʁjɔ̃
lèserons;lɛ.zə.ʁɔ̃
lèseront;lɛ.zə.ʁɔ̃
lèses;lɛz
lève;lɛv
lèvent;lɛv
lèvera;lɛ.və.ʁa
lèverai;lɛ.və.ʁe
lèveraient;lɛ.və.ʁɛ
lèverais;lɛ.və.ʁɛ
lèverait;lɛ.və.ʁɛ
lèveras;lɛ.və.ʁa
lèverez;lɛ.və.ʁe
lèveriez;lɛ.və.ʁje
lèverions;lɛ.və.ʁjɔ̃
lèverons;lɛ.və.ʁɔ̃
lèveront;lɛ.və.ʁɔ̃
lèves;lɛv
lèvre;lɛvʁ
lèvres;lɛvʁ
lèvreteau;lɛ.vʁə.to
lé;le
léans;le.ɑ̃
léaud;le.o
léauds;lɑst
lébèche;le.bɛʃ
lébès;le.bɛs
lécanie;le.ka.ni
lécanies;le.ka.ni
lécanore;le.ka.nɔʁ
lécanores;le.ka.nɔʁ
léchâmes;le.ʃam
léchât;le.ʃa
léchâtes;le.ʃat
léchèrent;le.ʃɛʁ
léché;le.ʃe
léchée;le.ʃe
léchées;le.ʃe
léchés;le.ʃe
lécha;le.ʃa
léchage;le.ʃaʒ
léchages;le.ʃaʒ
léchai;le.ʃe
léchaient;le.ʃɛ
léchais;le.ʃɛ
léchait;le.ʃɛ
léchant;le.ʃɑ̃
léchas;le.ʃa
léchasse;le.ʃas
léchassent;le.ʃas
léchasses;le.ʃas
léchassiez;le.ʃa.sje
léchassions;le.ʃa.sjɔ̃
lécher;le.ʃe
léchera;lɛ.ʃə.ʁa
lécherai;lɛ.ʃə.ʁe
lécheraient;lɛ.ʃə.ʁɛ
lécherais;lɛ.ʃə.ʁɛ
lécherait;lɛ.ʃə.ʁɛ
lécheras;lɛ.ʃə.ʁa
lécherez;lɛ.ʃə.ʁe
lécheriez;lɛ.ʃə.ʁje
lécherions;lɛ.ʃə.ʁjɔ̃
lécherons;lɛ.ʃə.ʁɔ̃
lécheront;lɛ.ʃə.ʁɔ̃
léchers;lɛʃ.vi.tʁin
lécheur;le.ʃœʁ
lécheurs;le.ʃœʁ
lécheuse;le.ʃøz
lécheuses;le.ʃøz
léchez;le.ʃe
léchiez;le.ʃje
léchions;le.ʃjɔ̃
léchonnâmes;le.ʃɔ.nam
léchonnât;le.ʃɔ.na
léchonnâtes;le.ʃɔ.nat
léchonnèrent;le.ʃɔ.nɛʁ
léchonné;le.ʃɔ.ne
léchonnée;le.ʃɔ.ne
léchonnées;le.ʃɔ.ne
léchonnés;le.ʃɔ.ne
léchonna;le.ʃɔ.na
léchonnai;le.ʃɔ.ne
léchonnaient;le.ʃɔ.nɛ
léchonnais;le.ʃɔ.nɛ
léchonnait;le.ʃɔ.nɛ
léchonnant;le.ʃɔ.nɑ̃
léchonnas;le.ʃɔ.na
léchonnasse;le.ʃɔ.nas
léchonnassent;le.ʃɔ.nas
léchonnasses;le.ʃɔ.nas
léchonnassiez;le.ʃɔ.na.sje
léchonnassions;le.ʃɔ.na.sjɔ̃
léchonne;le.ʃɔn
léchonnent;le.ʃɔn
léchonner;le.ʃɔ.ne
léchonnera;le.ʃɔ.nə.ʁa
léchonnerai;le.ʃɔ.nə.ʁe
léchonneraient;le.ʃɔ.nə.ʁɛ
léchonnerais;le.ʃɔ.nə.ʁɛ
léchonnerait;le.ʃɔ.nə.ʁɛ
léchonneras;le.ʃɔ.nə.ʁa
léchonnerez;le.ʃɔ.nə.ʁe
léchonneriez;le.ʃɔ.nə.ʁje
léchonnerions;le.ʃɔ.nə.ʁjɔ̃
léchonnerons;le.ʃɔ.nə.ʁɔ̃
léchonneront;le.ʃɔ.nə.ʁɔ̃
léchonnes;le.ʃɔn
léchonnez;le.ʃɔ.ne
léchonniez;le.ʃɔ.nje
léchonnions;le.ʃɔ.njɔ̃
léchonnons;le.ʃɔ.nɔ̃
léchons;le.ʃɔ̃
léchouillâmes;le.ʃu.jam
léchouillât;le.ʃu.ja
léchouillâtes;le.ʃu.jat
léchouillèrent;le.ʃu.jɛʁ
léchouillé;le.ʃu.je
léchouillée;le.ʃu.je
léchouillées;le.ʃu.je
léchouillés;le.ʃu.je
léchouilla;le.ʃu.ja
léchouillai;le.ʃu.je
léchouillaient;le.ʃu.jɛ
léchouillais;le.ʃu.jɛ
léchouillait;le.ʃu.jɛ
léchouillant;le.ʃu.jɑ̃
léchouillas;le.ʃu.ja
léchouillasse;le.ʃu.jas
léchouillassent;le.ʃu.jas
léchouillasses;le.ʃu.jas
léchouillassiez;le.ʃu.ja.sje
léchouillassions;le.ʃu.ja.sjɔ̃
léchouille;le.ʃuj
léchouillent;le.ʃuj
léchouiller;le.ʃu.je
léchouillera;le.ʃu.jə.ʁa
léchouillerai;le.ʃu.jə.ʁe
léchouilleraient;le.ʃu.jə.ʁɛ
léchouillerais;le.ʃu.jə.ʁɛ
léchouillerait;le.ʃu.jə.ʁɛ
léchouilleras;le.ʃu.jə.ʁa
léchouillerez;le.ʃu.jə.ʁe
léchouilleriez;le.ʃu.jə.ʁje
léchouillerions;le.ʃu.jə.ʁjɔ̃
léchouillerons;le.ʃu.jə.ʁɔ̃
léchouilleront;le.ʃu.jə.ʁɔ̃
léchouilles;le.ʃuj
léchouillez;le.ʃu.je
léchouilliez;le.ʃu.je
léchouillions;le.ʃu.jɔ̃
léchouillons;le.ʃu.jɔ̃
lécithine;le.ʃœʁ
lécrelet;li.bi.tin
lécythe;le.si.vøz
lécythes;lɛʃ.vi.tʁin
lécythidées;le.si.ti.de
lécythiophile;le.si.tjɔ.fil
lécythiophiles;le.si.tjɔ.fil
lécythiophilie;le.si.tjɔ.fi.il
lécythiophilies;le.si.tjɔ.fi.il
légère;le.ʒɛʁ
légèrement;le.ʒɛʁ.mɑ̃
légères;le.ʒɛʁ
légèreté;le.ʒɛʁ.te
légèretés;le.ʒɛʁ.te
légal;le.ɡal
légale;le.ɡal
légalement;le.ɡal.mɑ̃
légales;le.ɡal
légalisâmes;le.ɡa.li.zam
légalisât;le.ɡa.li.za
légalisâtes;le.ɡa.li.zat
légalisèrent;le.ɡa.li.zɛʁ
légalisé;le.ɡa.li.ze
légalisée;le.ɡa.li.ze
légalisées;le.ɡa.li.ze
légalisés;le.ɡa.li.ze
légalisa;le.ɡa.li.za
légalisai;le.ɡa.li.ze
légalisaient;le.ɡa.li.zɛ
légalisais;le.ɡa.li.zɛ
légalisait;le.ɡa.li.zɛ
légalisant;le.ɡa.li.zɑ̃
légalisas;le.ɡa.li.za
légalisasse;le.ɡa.li.zas
légalisassent;le.ɡa.li.zas
légalisasses;le.ɡa.li.zas
légalisassiez;le.ɡa.li.za.sje
légalisassions;le.ɡa.li.za.sjɔ̃
légalisations;lɛʃ.vi.tʁin
légalise;le.ɡa.liz
légalisent;le.ɡa.liz
légalisera;le.ɡa.li.zə.ʁa
légaliserai;le.ɡa.li.zə.ʁe
légaliseraient;le.ɡa.li.zə.ʁɛ
légaliserais;le.ɡa.li.zə.ʁɛ
légaliserait;le.ɡa.li.zə.ʁɛ
légaliseras;le.ɡa.li.zə.ʁa
légaliserez;le.ɡa.li.zə.ʁe
légaliseriez;le.ɡa.li.zə.ʁje
légaliserions;le.ɡa.li.zə.ʁjɔ̃
légaliserons;le.ɡa.li.zə.ʁɔ̃
légaliseront;le.ɡa.li.zə.ʁɔ̃
légalises;le.ɡa.liz
légalisez;le.ɡa.li.ze
légalisiez;le.ɡa.li.zje
légalisions;le.ɡa.li.zjɔ̃
légalisons;le.ɡa.li.zɔ̃
légaliste;le.ɡa.list
légalistes;le.ɡa.list
légalités;lɛʃ.vi.tʁin
légalitaire;le.ɡa.li.tɛʁ
légalitaires;lɛʃ.vi.tʁin
légat;le.ɡa
légataire;le.ɡa.tɛʁ
légataires;le.ɡa.tɛʁ
légation;le.ɡa.sjɔ̃
légations;le.ɡa.sjɔ̃
légats;le.ɡa
légaux;le.ɡo
lége;lɛʒ
légendâmes;le.ʒɑ̃.dam
légendât;le.ʒɑ̃.da
légendâtes;le.ʒɑ̃.dat
légendèrent;le.ʒɑ̃.dɛʁ
légendé;le.ʒɑ̃.de
légendée;le.ʒɑ̃.de
légendées;le.ʒɑ̃.de
légendés;le.ʒɑ̃.de
légenda;le.ʒɑ̃.da
légendage;le.ʒɑ̃.daʒ
légendages;le.ʒɑ̃.daʒ
légendai;le.ʒɑ̃.de
légendaient;le.ʒɑ̃.dɛ
légendaire;le.ʒɑ̃.dɛʁ
légendaires;le.ʒɑ̃.dɛʁ
légendais;le.ʒɑ̃.dɛ
légendait;le.ʒɑ̃.dɛ
légendant;le.ʒɑ̃.dɑ̃
légendas;le.ʒɑ̃.da
légendasse;le.ʒɑ̃.das
légendassent;le.ʒɑ̃.das
légendasses;le.ʒɑ̃.das
légendassiez;le.ʒɑ̃.da.sje
légendassions;le.ʒɑ̃.da.sjɔ̃
légende;le.ʒɑ̃d
légendent;le.ʒɑ̃d
légender;le.ʒɑ̃.de
légendera;le.ʒɑ̃.də.ʁa
légenderai;le.ʒɑ̃.də.ʁe
légenderaient;le.ʒɑ̃.də.ʁɛ
légenderais;le.ʒɑ̃.də.ʁɛ
légenderait;le.ʒɑ̃.də.ʁɛ
légenderas;le.ʒɑ̃.də.ʁa
légenderez;le.ʒɑ̃.də.ʁe
légenderiez;le.ʒɑ̃.də.ʁje
légenderions;le.ʒɑ̃.də.ʁjɔ̃
légenderons;le.ʒɑ̃.də.ʁɔ̃
légenderont;le.ʒɑ̃.də.ʁɔ̃
légendes;le.ʒɑ̃d
légendez;le.ʒɑ̃.de
légendiez;le.ʒɑ̃.dje
légendions;le.ʒɑ̃.djɔ̃
légendons;le.ʒɑ̃.dɔ̃
légers;le.ʒe
léges;lɛʒ
légicide;leʒisid
légifère;le.ʒi.fɛʁ
légifèrent;le.ʒi.fɛʁ
légifèrera;le.ʒi.fɛ.ʁə.ʁa
légifèrerai;le.ʒi.fɛ.ʁə.ʁe
légifèreraient;le.ʒi.fɛ.ʁə.ʁɛ
légifèrerais;le.ʒi.fɛ.ʁə.ʁɛ
légifèrerait;le.ʒi.fɛ.ʁə.ʁɛ
légifèreras;le.ʒi.fɛ.ʁə.ʁa
légifèrerez;le.ʒi.fɛ.ʁə.ʁe
légifèreriez;le.ʒi.fɛ.ʁə.ʁje
légifèrerions;le.ʒi.fɛ.ʁə.ʁjɔ̃
légifèrerons;le.ʒi.fɛ.ʁə.ʁɔ̃
légifèreront;le.ʒi.fɛ.ʁə.ʁɔ̃
légifères;le.ʒi.fɛʁ
légiférâmes;le.ʒi.fe.ʁam
légiférât;le.ʒi.fe.ʁa
légiférâtes;le.ʒi.fe.ʁat
légiférèrent;le.ʒi.fe.ʁɛʁ
légiféré;le.ʒi.fe.ʁe
légiféra;le.ʒi.fe.ʁa
légiférai;le.ʒi.fe.ʁe
légiféraient;le.ʒi.fe.ʁɛ
légiférais;le.ʒi.fe.ʁɛ
légiférait;le.ʒi.fe.ʁɛ
légiférant;le.ʒi.fe.ʁɑ̃
légiféras;le.ʒi.fe.ʁa
légiférasse;le.ʒi.fe.ʁas
légiférassent;le.ʒi.fe.ʁas
légiférasses;le.ʒi.fe.ʁas
légiférassiez;le.ʒi.fe.ʁa.sje
légiférassions;le.ʒi.fe.ʁa.sjɔ̃
légifération;le.ʒi.fe.ʁa.sjɔ̃
légiférations;le.ʒi.fe.ʁa.sjɔ̃
légiférer;le.ʒi.fe.ʁe
légiférera;le.ʒi.fɛ.ʁə.ʁa
légiférerai;le.ʒi.fɛ.ʁə.ʁe
légiféreraient;le.ʒi.fɛ.ʁə.ʁɛ
légiférerais;le.ʒi.fɛ.ʁə.ʁɛ
légiférerait;le.ʒi.fɛ.ʁə.ʁɛ
légiféreras;le.ʒi.fɛ.ʁə.ʁa
légiférerez;le.ʒi.fɛ.ʁə.ʁe
légiféreriez;le.ʒi.fɛ.ʁə.ʁje
légiférerions;le.ʒi.fɛ.ʁə.ʁjɔ̃
légiférerons;le.ʒi.fɛ.ʁə.ʁɔ̃
légiféreront;le.ʒi.fɛ.ʁə.ʁɔ̃
légiférez;le.ʒi.fe.ʁe
légifériez;le.ʒi.fe.ʁje
légiférions;le.ʒi.fe.ʁjɔ̃
légiférons;le.ʒi.fe.ʁɔ̃
légine;le.ʒin
légion;le.ʒjɔ̃
légionelle;le.ʒjɔ.nɛl
légionellose;le.ʒjɔ.nɛ.loz
légionnaire;le.ʒjɔ.nɛʁ
légionnaires;le.ʒjɔ.nɛʁ
légions;le.ʒjɔ̃
législatâmes;le.ʒis.la.tam
législatât;le.ʒis.la.ta
législatâtes;le.ʒis.la.tat
législatèrent;le.ʒis.la.tɛʁ
législaté;le.ʒis.la.te
législatée;le.ʒis.la.te
législatées;le.ʒis.la.te
législatés;le.ʒis.la.te
législata;le.ʒis.la.ta
législatai;le.ʒis.la.te
législataient;le.ʒis.la.tɛ
législatais;le.ʒis.la.tɛ
législatait;le.ʒis.la.tɛ
législatant;le.ʒis.la.tɑ̃
législatas;le.ʒis.la.ta
législatasse;le.ʒis.la.tas
législatassent;le.ʒis.la.tas
législatasses;le.ʒis.la.tas
législatassiez;le.ʒis.la.ta.sje
législatassions;le.ʒis.la.ta.sjɔ̃
législate;le.ʒis.lat
législatent;le.ʒis.lat
législater;le.ʒis.la.te
législatera;le.ʒis.la.tə.ʁa
législaterai;le.ʒis.la.tə.ʁe
législateraient;le.ʒis.la.tə.ʁɛ
législaterais;le.ʒis.la.tə.ʁɛ
législaterait;le.ʒis.la.tə.ʁɛ
législateras;le.ʒis.la.tə.ʁa
législaterez;le.ʒis.la.tə.ʁe
législateriez;le.ʒis.la.tə.ʁje
législaterions;le.ʒis.la.tə.ʁjɔ̃
législaterons;le.ʒis.la.tə.ʁɔ̃
législateront;le.ʒis.la.tə.ʁɔ̃
législates;le.ʒis.lat
législateur;le.ʒi.sla.tœʁ
législateurs;le.ʒi.sla.tœʁ
législatez;le.ʒis.la.te
législatiez;le.ʒis.la.tje
législatifs;le.ʒis.la.tif
législation;le.ʒi.sla.sjɔ̃
législations;le.ʒis.la.tjɔ̃
législative;le.ʒis.la.tiv
législativement;le.ʒis.la.tiv.mɑ̃
législatives;le.ʒis.la.tiv
législatons;le.ʒis.la.tɔ̃
législatrice;le.ʒi.sla.tʁis
législatrices;le.ʒi.sla.tʁis
législature;le.ʒi.sla.tyʁ
légiste;le.ʒist
légistes;le.ʒist
légistique;le.ʒis.tik
légistiques;le.ʒis.tik
légitimâmes;le.ʒi.ti.mam
légitimât;le.ʒi.ti.ma
légitimâtes;le.ʒi.ti.mat
légitimèrent;le.ʒi.ti.mɛʁ
légitimé;le.ʒi.ti.me
légitimée;le.ʒi.ti.me
légitimées;le.ʒi.ti.me
légitimés;le.ʒi.ti.me
légitima;le.ʒi.ti.ma
légitimai;le.ʒi.ti.me
légitimaient;le.ʒi.ti.mɛ
légitimais;le.ʒi.ti.mɛ
légitimait;le.ʒi.ti.mɛ
légitimant;le.ʒi.ti.mɑ̃
légitimante;le.ʒi.ti.mɑ̃t
légitimantes;le.ʒi.ti.mɑ̃t
légitimants;le.ʒi.ti.mɑ̃
légitimas;le.ʒi.ti.ma
légitimasse;le.ʒi.ti.mas
légitimassent;le.ʒi.ti.mas
légitimasses;le.ʒi.ti.mas
légitimassiez;le.ʒi.ti.ma.sje
légitimassions;le.ʒi.ti.ma.sjɔ̃
légitimation;le.ʒi.ti.ma.sjɔ̃
légitimations;le.ʒi.ti.ma.sjɔ̃
légitime;le.ʒi.tim
légitimement;le.ʒi.tim.mɑ̃
légitiment;le.ʒi.tim
légitimer;le.ʒi.ti.me
légitimera;le.ʒi.ti.mə.ʁa
légitimerai;le.ʒi.ti.mə.ʁe
légitimeraient;le.ʒi.ti.mə.ʁɛ
légitimerais;le.ʒi.ti.mə.ʁɛ
légitimerait;le.ʒi.ti.mə.ʁɛ
légitimeras;le.ʒi.ti.mə.ʁa
légitimerez;le.ʒi.ti.mə.ʁe
légitimeriez;le.ʒi.ti.mə.ʁje
légitimerions;le.ʒi.ti.mə.ʁjɔ̃
légitimerons;le.ʒi.ti.mə.ʁɔ̃
légitimeront;le.ʒi.ti.mə.ʁɔ̃
légitimes;le.ʒi.tim
légitimez;le.ʒi.ti.me
légitimiez;le.ʒi.ti.mje
légitimions;le.ʒi.ti.mjɔ̃
légitimisâmes;le.ʒi.ti.mi.zam
légitimisât;le.ʒi.ti.mi.za
légitimisâtes;le.ʒi.ti.mi.zat
légitimisèrent;le.ʒi.ti.mi.zɛʁ
légitimisé;le.ʒi.ti.mi.ze
légitimisée;le.ʒi.ti.mi.ze
légitimisées;le.ʒi.ti.mi.ze
légitimisés;le.ʒi.ti.mi.ze
légitimisa;le.ʒi.ti.mi.za
légitimisai;le.ʒi.ti.mi.ze
légitimisaient;le.ʒi.ti.mi.zɛ
légitimisais;le.ʒi.ti.mi.zɛ
légitimisait;le.ʒi.ti.mi.zɛ
légitimisant;le.ʒi.ti.mi.zɑ̃
légitimisas;le.ʒi.ti.mi.za
légitimisasse;le.ʒi.ti.mi.zas
légitimisassent;le.ʒi.ti.mi.zas
légitimisasses;le.ʒi.ti.mi.zas
légitimisassiez;le.ʒi.ti.mi.za.sje
légitimisassions;le.ʒi.ti.mi.za.sjɔ̃
légitimise;le.ʒi.ti.miz
légitimisent;le.ʒi.ti.miz
légitimiser;le.ʒi.ti.mi.ze
légitimisera;le.ʒi.ti.mi.zə.ʁa
légitimiserai;le.ʒi.ti.mi.zə.ʁe
légitimiseraient;le.ʒi.ti.mi.zə.ʁɛ
légitimiserais;le.ʒi.ti.mi.zə.ʁɛ
légitimiserait;le.ʒi.ti.mi.zə.ʁɛ
légitimiseras;le.ʒi.ti.mi.zə.ʁa
légitimiserez;le.ʒi.ti.mi.zə.ʁe
